"day","year","lake","taxon","density","density_adj","min_density","density_scaled"
47,1981,"Kegonsa","L. siciloides",40000,4.1,2000,0.963416860642969
47,1981,"Kegonsa","M. edax",0,0.1,2000,-1.03160781074771
47,1981,"Waubesa","C. sphaericus",0,0.1,1000,-2.78866269027565
47,1981,"Waubesa","Calanoid copepods",4000,0.5,2000,-1.07767377130759
47,1981,"Waubesa","Cyclopoid copepods",0,0.1,3000,-0.577109060749253
47,1981,"Waubesa","D. mendotae",13000,1.4,1000,0.242449302657197
47,1981,"Waubesa","D. thomasi",214000,21.5,2000,0.582666723220805
47,1981,"Waubesa","K. cochlearis",120000,12.1,2000,-1.20215280625706
47,1981,"Waubesa","L. siciloides",95000,9.6,2000,1.15677349297181
47,1981,"Waubesa","M. edax",0,0.1,2000,-0.921741388954787
53,1979,"Menona","C. sphaericus",4000,0.5,1000,-0.950458018398458
53,1979,"Menona","Calanoid copepods",17000,1.8,2000,-0.620828049067039
53,1979,"Menona","Cyclopoid copepods",8000,0.9,3000,-0.973797916661587
53,1979,"Menona","D. mendotae",21000,2.2,1000,0.768120295939759
53,1979,"Menona","D. thomasi",37000,3.8,2000,-0.515633790437781
53,1979,"Menona","K. cochlearis",17000,1.8,2000,-0.53314502175309
53,1979,"Menona","L. siciloides",29000,3,2000,-0.378223033450565
53,1979,"Menona","M. edax",4000,0.5,2000,-0.275479202170785
54,1987,"Mendota","C. sphaericus",0,0.1,1000,-0.541259091958881
54,1987,"Mendota","Calanoid copepods",6000,0.7,2000,-1.28056192296745
54,1987,"Mendota","Cyclopoid copepods",265000,26.6,3000,0.286596849316112
54,1987,"Mendota","D. mendotae",2000,0.3,1000,-0.500458635137018
54,1987,"Mendota","D. thomasi",92000,9.3,2000,0.437579901024639
54,1987,"Mendota","K. cochlearis",112000,11.3,2000,-0.742713104058653
54,1987,"Mendota","L. siciloides",69000,7,2000,-0.309507058624746
54,1987,"Mendota","M. edax",0,0.1,2000,-1.01977263229431
54,1987,"Menona","C. sphaericus",0,0.1,1000,-1.81415614082651
54,1987,"Menona","Calanoid copepods",0,0.1,2000,-1.7375902492842
54,1987,"Menona","Cyclopoid copepods",53000,5.4,3000,-0.0748849423183941
54,1987,"Menona","D. mendotae",0,0.1,1000,-0.750233984505426
54,1987,"Menona","D. thomasi",81000,8.2,2000,0.789167900982926
54,1987,"Menona","K. cochlearis",105000,10.6,2000,-0.39014573356006
54,1987,"Menona","L. siciloides",32000,3.3,2000,-0.324500672635116
54,1987,"Menona","M. edax",0,0.1,2000,-1.3247799616289
55,1992,"Mendota","D. mendotae",4708,0.5708,1000,-1.14889182400753
56,1976,"Mendota","C. sphaericus",0,0.1,1000,-1.07133864577372
56,1976,"Mendota","Calanoid copepods",0,0.1,2000,-1.3608940993052
56,1976,"Mendota","Cyclopoid copepods",0,0.1,3000,-1.09056078343038
56,1976,"Mendota","D. mendotae",0,0.1,1000,-1.34429685169837
56,1976,"Mendota","D. thomasi",49000,5,2000,-0.111226572139855
56,1976,"Mendota","K. cochlearis",9000,1,2000,0.187578791368168
56,1976,"Mendota","L. siciloides",31000,3.2,2000,-0.849813547475569
56,1976,"Mendota","M. edax",0,0.1,2000,-0.811712059907829
56,1976,"Menona","C. sphaericus",5000,0.6,1000,0.269166867190507
56,1976,"Menona","Calanoid copepods",0,0.1,2000,-2.16031985682526
56,1976,"Menona","Cyclopoid copepods",45000,4.6,3000,0.0830562260677549
56,1976,"Menona","D. mendotae",4000,0.5,1000,-0.620444803396373
56,1976,"Menona","D. thomasi",265000,26.6,2000,1.12898786385281
56,1976,"Menona","K. cochlearis",23000,2.4,2000,1.29920211771899
56,1976,"Menona","L. siciloides",129000,13,2000,0.411428302317455
56,1976,"Menona","M. edax",0,0.1,2000,-1.29120353288664
57,1976,"Kegonsa","C. sphaericus",6000,0.7,1000,-0.231893378263365
57,1976,"Kegonsa","Calanoid copepods",0,0.1,2000,-1.575838503215
57,1976,"Kegonsa","Cyclopoid copepods",0,0.1,3000,-0.316227766016838
57,1976,"Kegonsa","D. mendotae",9000,1,1000,-0.140250433480025
57,1976,"Kegonsa","D. thomasi",251000,25.2,2000,0.964208848896179
57,1976,"Kegonsa","K. cochlearis",12000,1.3,2000,0.117760702754024
57,1976,"Kegonsa","L. siciloides",49000,5,2000,-0.750503792755348
57,1976,"Kegonsa","M. edax",0,0.1,2000,-0.471942355341316
60,1990,"Mendota","C. sphaericus",4442,0.5442,1000,0.698553961699854
60,1990,"Mendota","Calanoid copepods",0,0.1,2000,-1.45410559520644
60,1990,"Mendota","Cyclopoid copepods",49092,5.0092,3000,-0.360182165900325
60,1990,"Mendota","D. mendotae",13372,1.4372,1000,0.28207543805595
60,1990,"Mendota","D. thomasi",17837,1.8837,2000,-1.45831387432241
60,1990,"Mendota","L. siciloides",22302,2.3302,2000,-0.425190314551857
60,1990,"Mendota","M. edax",0,0.1,2000,-1.16734583925595
66,1977,"Kegonsa","C. sphaericus",0,0.1,1000,-0.447213595499958
66,1977,"Kegonsa","Calanoid copepods",0,0.1,2000,-0.7002487674438
66,1977,"Kegonsa","Cyclopoid copepods",17000,1.8,3000,0.0397455722407114
66,1977,"Kegonsa","D. mendotae",10000,1.1,1000,0.146382208551471
66,1977,"Kegonsa","D. thomasi",78000,7.9,2000,1.25344821789156
66,1977,"Kegonsa","K. cochlearis",0,0.1,2000,-0.878520109949916
66,1977,"Kegonsa","L. siciloides",1e+05,10.1,2000,-0.56487764162424
66,1977,"Mendota","C. sphaericus",0,0.1,1000,-0.787683032204947
66,1977,"Mendota","Calanoid copepods",0,0.1,2000,-1.19991515802782
66,1977,"Mendota","Cyclopoid copepods",0,0.1,3000,-1.12496682772094
66,1977,"Mendota","D. mendotae",12000,1.3,1000,0.176133994767982
66,1977,"Mendota","D. thomasi",87000,8.8,2000,0.238148121993046
66,1977,"Mendota","K. cochlearis",0,0.1,2000,-1.09783114812083
66,1977,"Mendota","L. siciloides",40000,4.1,2000,-0.811805129353176
66,1977,"Mendota","M. edax",0,0.1,2000,-1.03013829983684
66,1977,"Menona","C. sphaericus",0,0.1,1000,-0.726430083885416
66,1977,"Menona","Calanoid copepods",18000,1.9,2000,-0.399305366664916
66,1977,"Menona","Cyclopoid copepods",75000,7.6,3000,-0.376208898395396
66,1977,"Menona","D. mendotae",49000,5,1000,0.806525581614016
66,1977,"Menona","D. thomasi",127000,12.8,2000,0.562167002123474
66,1977,"Menona","K. cochlearis",0,0.1,2000,-0.804896401315074
66,1977,"Menona","L. siciloides",83000,8.4,2000,0.0296105504817009
66,1977,"Menona","M. edax",0,0.1,2000,-0.92929605102722
67,1977,"Waubesa","C. sphaericus",6000,0.7,1000,-0.324886579157078
67,1977,"Waubesa","Calanoid copepods",6000,0.7,2000,-0.534454807945466
67,1977,"Waubesa","Cyclopoid copepods",13000,1.4,3000,-0.622058840784152
67,1977,"Waubesa","D. mendotae",0,0.1,1000,-1.2497147074227
67,1977,"Waubesa","D. thomasi",266000,26.7,2000,1.02200847569023
67,1977,"Waubesa","K. cochlearis",0,0.1,2000,-0.95494380566418
67,1977,"Waubesa","L. siciloides",44000,4.5,2000,-1.00717393004357
67,1977,"Waubesa","M. edax",0,0.1,2000,-0.447213595499959
69,1981,"Mendota","C. sphaericus",7000,0.8,1000,-0.740101035814405
69,1981,"Mendota","Calanoid copepods",0,0.1,2000,-1.25788150474702
69,1981,"Mendota","Cyclopoid copepods",0,0.1,3000,-1.56646417841834
69,1981,"Mendota","D. mendotae",5000,0.6,1000,0.00501368412001831
69,1981,"Mendota","D. thomasi",1143000,114.4,2000,1.40948281535931
69,1981,"Mendota","K. cochlearis",0,0.1,2000,-1.80342252794759
69,1981,"Mendota","L. siciloides",47000,4.8,2000,0.633052939857419
69,1981,"Mendota","M. edax",0,0.1,2000,-1.44948777380881
69,1981,"Menona","C. sphaericus",0,0.1,1000,-1.58305823953586
69,1981,"Menona","Calanoid copepods",0,0.1,2000,-1.19766976752376
69,1981,"Menona","Cyclopoid copepods",347000,34.8,3000,0.796230849913306
69,1981,"Menona","D. mendotae",2000,0.3,1000,-0.683212818899077
69,1981,"Menona","D. thomasi",275000,27.6,2000,1.06936164200311
69,1981,"Menona","K. cochlearis",88000,8.9,2000,-0.918619094594662
69,1981,"Menona","L. siciloides",132000,13.3,2000,1.05104762096902
69,1981,"Menona","M. edax",0,0.1,2000,-1.10423639013295
70,1991,"Mendota","C. sphaericus",0,0.1,1000,-0.324893067406716
70,1991,"Mendota","Calanoid copepods",0,0.1,2000,-1.68949143316657
70,1991,"Mendota","Cyclopoid copepods",0,0.1,3000,-1.27879793768067
70,1991,"Mendota","D. mendotae",0,0.1,1000,-0.462008534990756
70,1991,"Mendota","D. thomasi",61208,6.2208,2000,0.440332896990557
70,1991,"Mendota","L. siciloides",51791,5.2791,2000,-0.354874425007599
70,1991,"Mendota","M. edax",0,0.1,2000,-0.939149012400983
74,1978,"Kegonsa","C. sphaericus",0,0.1,1000,-1.58035319691522
74,1978,"Kegonsa","Calanoid copepods",4000,0.5,2000,-1.64878431004452
74,1978,"Kegonsa","Cyclopoid copepods",16000,1.7,3000,0.268895675810172
74,1978,"Kegonsa","D. mendotae",0,0.1,1000,-0.877504023421715
74,1978,"Kegonsa","D. thomasi",35000,3.6,2000,0.713291182306428
74,1978,"Kegonsa","K. cochlearis",24000,2.5,2000,-0.679429115982986
74,1978,"Kegonsa","L. siciloides",82000,8.3,2000,0.702288547077394
74,1978,"Mendota","C. sphaericus",0,0.1,1000,-1.26701784141547
74,1978,"Mendota","Calanoid copepods",0,0.1,2000,-0.901886641232734
74,1978,"Mendota","Cyclopoid copepods",226000,22.7,3000,0.666717334716087
74,1978,"Mendota","D. mendotae",2000,0.3,1000,-1.0646484537297
74,1978,"Mendota","D. thomasi",253000,25.4,2000,-0.020272120098414
74,1978,"Mendota","K. cochlearis",52000,5.3,2000,-0.208045941247797
74,1978,"Mendota","L. siciloides",252000,25.3,2000,0.855229310667154
74,1978,"Mendota","M. edax",0,0.1,2000,-0.777269344814198
74,1978,"Menona","C. sphaericus",0,0.1,1000,-2.5522786893369
74,1978,"Menona","Calanoid copepods",6000,0.7,2000,-1.46815857355772
74,1978,"Menona","Cyclopoid copepods",70000,7.1,3000,0.232910526473103
74,1978,"Menona","D. mendotae",16000,1.7,1000,0.321726467655802
74,1978,"Menona","D. thomasi",165000,16.6,2000,0.827099678115233
74,1978,"Menona","K. cochlearis",26000,2.7,2000,-0.180777167074265
74,1978,"Menona","L. siciloides",52000,5.3,2000,0.420882288936615
74,1978,"Menona","M. edax",0,0.1,2000,-1.60265045789677
74,1978,"Waubesa","C. sphaericus",6000,0.7,1000,-1.05876253549253
74,1978,"Waubesa","Calanoid copepods",11000,1.2,2000,-0.299276439268073
74,1978,"Waubesa","Cyclopoid copepods",22000,2.3,3000,0.096098184968528
74,1978,"Waubesa","D. mendotae",12000,1.3,1000,-0.0948803495396451
74,1978,"Waubesa","D. thomasi",33000,3.4,2000,0.315064843403148
74,1978,"Waubesa","K. cochlearis",11000,1.2,2000,-1.55221847018982
74,1978,"Waubesa","L. siciloides",72000,7.3,2000,0.123958687281608
74,1978,"Waubesa","M. edax",0,0.1,2000,-0.408248290463863
74,1979,"Menona","C. sphaericus",0,0.1,1000,-1.58812828262082
74,1979,"Menona","Calanoid copepods",19000,2,2000,-0.543615356021156
74,1979,"Menona","Cyclopoid copepods",0,0.1,3000,-1.6157140661108
74,1979,"Menona","D. mendotae",10000,1.1,1000,0.271729531115889
74,1979,"Menona","D. thomasi",257000,25.8,2000,0.825003427632666
74,1979,"Menona","K. cochlearis",15000,1.6,2000,-0.594265764445034
74,1979,"Menona","L. siciloides",42000,4.3,2000,-0.0150481042512598
74,1979,"Menona","M. edax",0,0.1,2000,-1.16242961386562
75,1979,"Kegonsa","C. sphaericus",3000,0.4,1000,-0.763068398877989
75,1979,"Kegonsa","Calanoid copepods",3000,0.4,2000,-0.545043623951971
75,1979,"Kegonsa","D. mendotae",0,0.1,1000,-0.990981409019861
75,1979,"Kegonsa","D. thomasi",45000,4.6,2000,1.04551640898355
75,1979,"Kegonsa","K. cochlearis",11000,1.2,2000,-1.15247477749198
75,1979,"Kegonsa","L. siciloides",21000,2.2,2000,0.0153827525036824
75,1979,"Kegonsa","M. edax",0,0.1,2000,-0.729288243430551
75,1979,"Mendota","C. sphaericus",0,0.1,1000,-1.15339771690184
75,1979,"Mendota","Calanoid copepods",0,0.1,2000,-1.20310075205135
75,1979,"Mendota","Cyclopoid copepods",0,0.1,3000,-1.58843359001626
75,1979,"Mendota","D. mendotae",7000,0.8,1000,0.197165043464742
75,1979,"Mendota","D. thomasi",474000,47.5,2000,0.863868835880204
75,1979,"Mendota","K. cochlearis",6000,0.7,2000,-1.18036219748548
75,1979,"Mendota","L. siciloides",40000,4.1,2000,0.185065060645007
75,1979,"Mendota","M. edax",0,0.1,2000,-1.14922848541634
75,1979,"Waubesa","C. sphaericus",3000,0.4,1000,-2.01940079282198
75,1979,"Waubesa","Calanoid copepods",0,0.1,2000,-1.37120698595672
75,1979,"Waubesa","Cyclopoid copepods",0,0.1,3000,-1.45102815259276
75,1979,"Waubesa","D. mendotae",2000,0.3,1000,-0.796021974769978
75,1979,"Waubesa","D. thomasi",69000,7,2000,0.924360605883121
75,1979,"Waubesa","K. cochlearis",17000,1.8,2000,-1.10317232759947
75,1979,"Waubesa","L. siciloides",36000,3.7,2000,-0.933560546965014
75,1979,"Waubesa","M. edax",0,0.1,2000,-0.513209209184921
76,1977,"Menona","C. sphaericus",0,0.1,1000,-0.726430083885416
76,1977,"Menona","Calanoid copepods",0,0.1,2000,-2.06366228856652
76,1977,"Menona","Cyclopoid copepods",84000,8.5,3000,-0.248202926649545
76,1977,"Menona","D. mendotae",36000,3.7,1000,0.537553185929776
76,1977,"Menona","D. thomasi",129000,13,2000,0.57317873181481
76,1977,"Menona","K. cochlearis",0,0.1,2000,-0.804896401315074
76,1977,"Menona","L. siciloides",120000,12.1,2000,0.56265427754617
76,1977,"Menona","M. edax",0,0.1,2000,-0.92929605102722
76,1986,"Mendota","C. sphaericus",0,0.1,1000,-0.3536705331487
76,1986,"Mendota","Calanoid copepods",0,0.1,2000,-1.59685240046519
76,1986,"Mendota","Cyclopoid copepods",86000,8.7,3000,0.0142855791253413
76,1986,"Mendota","D. mendotae",2000,0.3,1000,-0.519139438025095
76,1986,"Mendota","D. thomasi",11000,1.2,2000,0.17118558458797
76,1986,"Mendota","K. cochlearis",0,0.1,2000,-1.84855297145683
76,1986,"Mendota","L. siciloides",104000,10.5,2000,0.514197134060496
76,1986,"Mendota","M. edax",0,0.1,2000,-1.00711397353838
76,1986,"Menona","C. sphaericus",0,0.1,1000,-2.15690785605955
76,1986,"Menona","Calanoid copepods",0,0.1,2000,-1.39651742153204
76,1986,"Menona","Cyclopoid copepods",39000,4,3000,-0.533181280921673
76,1986,"Menona","D. mendotae",4000,0.5,1000,-0.0954971082634237
76,1986,"Menona","D. thomasi",53000,5.4,2000,0.860069146183397
76,1986,"Menona","K. cochlearis",7000,0.8,2000,-1.37538095811839
76,1986,"Menona","L. siciloides",14000,1.5,2000,-1.07853514038078
76,1986,"Menona","M. edax",0,0.1,2000,-1.35352995267013
77,1982,"Mendota","C. sphaericus",0,0.1,1000,-0.94511091915469
77,1982,"Mendota","Calanoid copepods",0,0.1,2000,-1.26793015361288
77,1982,"Mendota","Cyclopoid copepods",322000,32.3,3000,0.232060898821986
77,1982,"Mendota","D. mendotae",4000,0.5,1000,-0.165175469839066
77,1982,"Mendota","D. thomasi",137000,13.8,2000,0.796024062728471
77,1982,"Mendota","K. cochlearis",0,0.1,2000,-1.4791296838654
77,1982,"Mendota","L. siciloides",47000,4.8,2000,-0.263356740362722
77,1982,"Mendota","M. edax",0,0.1,2000,-1.11243398536971
77,1982,"Menona","C. sphaericus",0,0.1,1000,-1.84172854570123
77,1982,"Menona","Calanoid copepods",0,0.1,2000,-1.59247325603155
77,1982,"Menona","Cyclopoid copepods",107000,10.8,3000,-0.364993386751507
77,1982,"Menona","D. mendotae",0,0.1,1000,-1.06115984065838
77,1982,"Menona","D. thomasi",28000,2.9,2000,0.418670549793142
77,1982,"Menona","K. cochlearis",3000,0.4,2000,-1.35858994485863
77,1982,"Menona","L. siciloides",31000,3.2,2000,-0.0371234281867023
77,1982,"Menona","M. edax",0,0.1,2000,-1.21236756564925
78,1987,"Mendota","C. sphaericus",0,0.1,1000,-0.541259091958881
78,1987,"Mendota","Calanoid copepods",0,0.1,2000,-2.21705983787774
78,1987,"Mendota","Cyclopoid copepods",483000,48.4,3000,0.670152125704704
78,1987,"Mendota","D. mendotae",3000,0.4,1000,-0.324253268842563
78,1987,"Mendota","D. thomasi",224000,22.5,2000,0.977452968215905
78,1987,"Mendota","K. cochlearis",73000,7.4,2000,-1.04202483259865
78,1987,"Mendota","L. siciloides",93000,9.4,2000,0.148193859508675
78,1987,"Mendota","M. edax",0,0.1,2000,-1.01977263229431
83,1977,"Kegonsa","C. sphaericus",0,0.1,1000,-0.447213595499958
83,1977,"Kegonsa","Calanoid copepods",0,0.1,2000,-0.7002487674438
83,1977,"Kegonsa","Cyclopoid copepods",21000,2.2,3000,0.17741461866575
83,1977,"Kegonsa","D. mendotae",12000,1.3,1000,0.27710590444978
83,1977,"Kegonsa","D. thomasi",7000,0.8,2000,-1.11956499592839
83,1977,"Kegonsa","K. cochlearis",7000,0.8,2000,-0.38788329201474
83,1977,"Kegonsa","L. siciloides",126000,12.7,2000,-0.145551829513058
83,1987,"Menona","C. sphaericus",10000,1.1,1000,-0.528544156017151
83,1987,"Menona","Calanoid copepods",0,0.1,2000,-1.7375902492842
83,1987,"Menona","Cyclopoid copepods",402000,40.3,3000,1.41745446470344
83,1987,"Menona","D. mendotae",0,0.1,1000,-0.750233984505426
83,1987,"Menona","D. thomasi",163000,16.4,2000,1.1478498013504
83,1987,"Menona","K. cochlearis",163000,16.4,2000,0.0376191002397124
83,1987,"Menona","L. siciloides",91000,9.2,2000,0.822521127304968
83,1987,"Menona","M. edax",0,0.1,2000,-1.3247799616289
84,1977,"Waubesa","C. sphaericus",11000,1.2,1000,-0.0747702821573914
84,1977,"Waubesa","Calanoid copepods",0,0.1,2000,-1.38808858619342
84,1977,"Waubesa","Cyclopoid copepods",68000,6.9,3000,1.38418875930363
84,1977,"Waubesa","D. mendotae",17000,1.8,1000,0.0423396486614636
84,1977,"Waubesa","D. thomasi",79000,8,2000,0.388863174012286
84,1977,"Waubesa","K. cochlearis",23000,2.4,2000,-0.109233832890518
84,1977,"Waubesa","L. siciloides",90000,9.1,2000,-0.393636334713446
84,1977,"Waubesa","M. edax",0,0.1,2000,-0.447213595499959
85,1990,"Mendota","C. sphaericus",0,0.1,1000,-0.792511773736383
85,1990,"Mendota","Calanoid copepods",0,0.1,2000,-1.45410559520644
85,1990,"Mendota","Cyclopoid copepods",296608,29.7608,3000,0.915658978536987
85,1990,"Mendota","D. mendotae",18814,1.9814,1000,0.493938005976778
85,1990,"Mendota","D. thomasi",37651,3.8651,2000,-0.745751883452358
85,1990,"Mendota","L. siciloides",28244,2.9244,2000,-0.26095466898285
85,1990,"Mendota","M. edax",0,0.1,2000,-1.16734583925595
85,1990,"Menona","C. sphaericus",11179,1.2179,1000,0.473672053974945
85,1990,"Menona","Calanoid copepods",7446,0.8446,2000,-0.972009006101535
85,1990,"Menona","Cyclopoid copepods",134232,13.5232,3000,0.41832166364385
85,1990,"Menona","D. mendotae",7446,0.8446,1000,-0.216905810336821
85,1990,"Menona","D. thomasi",249839,25.0839,2000,0.864388871923235
85,1990,"Menona","L. siciloides",126786,12.7786,2000,0.455345317864024
85,1990,"Menona","M. edax",0,0.1,2000,-1.64392264062468
90,1981,"Kegonsa","C. sphaericus",369000,37,1000,0.627528237881091
90,1981,"Kegonsa","Calanoid copepods",0,0.1,2000,-1.32807404917447
90,1981,"Kegonsa","Cyclopoid copepods",0,0.1,3000,-0.943671135848302
90,1981,"Kegonsa","D. mendotae",13000,1.4,1000,0.785706364432456
90,1981,"Kegonsa","D. thomasi",617000,61.8,2000,1.42229509994426
90,1981,"Kegonsa","K. cochlearis",555000,55.6,2000,0.55460491184124
90,1981,"Kegonsa","L. siciloides",38000,3.9,2000,0.916681981155522
90,1981,"Kegonsa","M. edax",0,0.1,2000,-1.03160781074771
90,1981,"Mendota","C. sphaericus",0,0.1,1000,-1.92603505799204
90,1981,"Mendota","Calanoid copepods",0,0.1,2000,-1.25788150474702
90,1981,"Mendota","Cyclopoid copepods",58000,5.9,3000,-0.042100187410651
90,1981,"Mendota","D. mendotae",3000,0.4,1000,-0.217341945405709
90,1981,"Mendota","D. thomasi",980000,98.1,2000,1.35015111736453
90,1981,"Mendota","K. cochlearis",0,0.1,2000,-1.80342252794759
90,1981,"Mendota","L. siciloides",29000,3,2000,0.332341665971525
90,1981,"Mendota","M. edax",0,0.1,2000,-1.44948777380881
90,1981,"Menona","C. sphaericus",7000,0.8,1000,-0.600467819616652
90,1981,"Menona","Calanoid copepods",0,0.1,2000,-1.19766976752376
90,1981,"Menona","Cyclopoid copepods",162000,16.3,3000,0.448582076137089
90,1981,"Menona","D. mendotae",9000,1,1000,0.0612770006748073
90,1981,"Menona","D. thomasi",953000,95.4,2000,1.62663712778854
90,1981,"Menona","K. cochlearis",141000,14.2,2000,-0.605232658251888
90,1981,"Menona","L. siciloides",170000,17.1,2000,1.28086236151665
90,1981,"Menona","M. edax",0,0.1,2000,-1.10423639013295
90,1981,"Waubesa","C. sphaericus",401000,40.2,1000,0.745849427730024
90,1981,"Waubesa","Calanoid copepods",0,0.1,2000,-1.92808526413553
90,1981,"Waubesa","Cyclopoid copepods",0,0.1,3000,-0.577109060749253
90,1981,"Waubesa","D. mendotae",33000,3.4,1000,0.773953054148771
90,1981,"Waubesa","D. thomasi",875000,87.6,2000,1.20825175303263
90,1981,"Waubesa","K. cochlearis",379000,38,2000,0.0012916705996075
90,1981,"Waubesa","L. siciloides",87000,8.8,2000,1.08910828344227
90,1981,"Waubesa","M. edax",2000,0.3,2000,-0.284704541324569
90,1987,"Mendota","C. sphaericus",0,0.1,1000,-0.541259091958881
90,1987,"Mendota","Calanoid copepods",5000,0.6,2000,-1.37076777987285
90,1987,"Mendota","Cyclopoid copepods",381000,38.2,3000,0.518355546071598
90,1987,"Mendota","D. mendotae",5000,0.6,1000,-0.07590575352843
90,1987,"Mendota","D. thomasi",250000,25.1,2000,1.0444688029636
90,1987,"Mendota","K. cochlearis",132000,13.3,2000,-0.627165078824744
90,1987,"Mendota","L. siciloides",64000,6.5,2000,-0.424287326525929
90,1987,"Mendota","M. edax",0,0.1,2000,-1.01977263229431
90,1992,"Menona","C. sphaericus",0,0.1,1000,-0.769609941279714
90,1992,"Menona","Calanoid copepods",0,0.1,2000,-1.93379138882035
90,1992,"Menona","Cyclopoid copepods",348040,34.904,3000,1.27315820262046
90,1992,"Menona","D. mendotae",0,0.1,1000,-0.997182647394249
90,1992,"Menona","D. thomasi",79552,8.0552,2000,1.55117329526355
90,1992,"Menona","L. siciloides",49720,5.072,2000,1.05998749517849
90,1992,"Menona","M. edax",24860,2.586,2000,0.182922332689857
91,1976,"Kegonsa","C. sphaericus",53000,5.4,1000,0.88900809873562
